,Max,Min,Mean,Standard Dev,RMS,Skewness,Kurtosis,Crest factor,Form factor
2003-10-22 12:06:00,0.415,-0.784,-0.090846240234375,0.09349606352619773,0.13036234058864546,0.004203957599187058,0.6137621541222855,3.1834347107154226,-1.434977829047438
2003-10-22 12:09:00,0.493,-0.576,-0.0919236083984375,0.09306933317753886,0.130811463897145,-0.01489708190691421,0.5737145490431037,3.7687828368593,-1.4230453544659645
2003-10-22 12:14:00,0.386,-0.62,-0.09418811035156249,0.09294220890368865,0.13232325355967178,0.0355451234530583,0.5808405839373143,2.9170987684785996,-1.4048827719949757
2003-10-22 12:19:00,0.352,-0.684,-0.092957421875,0.09446875311273263,0.1325338059394541,-0.015558064436343937,0.48868372818801475,2.6559261428046925,-1.4257474364733622
2003-10-22 12:24:00,0.471,-0.623,-0.09359689941406249,0.0935014136445528,0.13229769647716497,1.3467734994694382e-06,0.40912721457321277,3.560152690045485,-1.4134837511218654
2003-10-22 12:29:00,0.464,-0.559,-0.09301774902343748,0.09492876384038856,0.13290429575846932,0.025322391872253776,0.4664708565434723,3.4912340293592927,-1.4288057618442445
2003-10-22 12:34:00,0.388,-0.596,-0.0930478271484375,0.09365871613965694,0.13202135844973745,0.014951180381525384,0.3507446794278861,2.938918403477249,-1.4188548244025752
2003-10-22 12:39:00,0.623,-0.605,-0.0931722900390625,0.0937566674011759,0.13217856749887513,0.005124053835461368,0.7554654386973603,4.713320864256619,-1.4186467612147264
2003-10-22 12:44:00,0.347,-0.693,-0.0936595458984375,0.09234879397012638,0.13153023255204602,0.017796038252652094,0.48111110688490255,2.6381767390450968,-1.4043441198687288
2003-10-22 12:49:00,0.466,-0.657,-0.0930468505859375,0.09379623532123595,0.13211826284044367,0.03392030687039,0.6192978423879962,3.5271429549658704,-1.4199111738706305
2003-10-22 12:54:00,0.391,-0.664,-0.0939593994140625,0.09205527244499433,0.13153834054822072,-0.006662354142693991,0.37000947620900115,2.972517354030805,-1.399948715812395
2003-10-22 12:59:00,0.378,-0.64,-0.093692333984375,0.09389970962409168,0.13264687577302284,0.01757178346722407,0.49395986079197307,2.849671338259111,-1.415770854797408
2003-10-22 13:04:00,0.427,-0.784,-0.09294348144531249,0.09237024213119936,0.13103642267470067,-0.0172736500716825,0.6252872304387709,3.258635967650247,-1.4098505956203276
2003-10-22 13:09:00,0.43,-0.652,-0.0943854248046875,0.09360373328922841,0.13292875307304544,0.00673753616513308,0.6103710737297137,3.2348155689364773,-1.4083610191734153
2003-10-22 13:14:00,0.376,-0.576,-0.09282919921875,0.09376399592984042,0.13194215596059983,0.005139602123050479,0.45510932245594704,2.849733637157483,-1.4213432526729115
2003-10-22 13:19:00,0.483,-0.708,-0.09173098144531248,0.09370085229108033,0.13112668807376823,0.029652623032712197,0.5747743996957881,3.683460682910542,-1.4294700220987213
2003-10-22 13:24:00,0.405,-0.649,-0.0933629638671875,0.09353601957580078,0.13215678711982953,0.04723149941977864,0.5110435604894858,3.0645418129965387,-1.4155161923504034
2003-10-22 13:29:00,0.366,-0.54,-0.09357905273437499,0.09357455096069624,0.1323367746464607,0.015950949808137577,0.44252617104316805,2.7656711520873425,-1.414170915173718
2003-10-22 13:34:00,0.361,-0.598,-0.09290681152343748,0.09436926939071148,0.13242740355347177,-0.009481803996311832,0.41736458824645783,2.7260218830329537,-1.425378843402289
2003-10-22 13:39:00,0.393,-0.566,-0.0928848876953125,0.09439209361349485,0.13242829068160458,0.017688188304913175,0.3867537183180314,2.9676438318220404,-1.4257248295977394
2003-10-22 13:44:00,0.437,-0.74,-0.0924889892578125,0.09387660485831387,0.1317832118177129,0.03826300686833384,0.5025740983385298,3.316052128130505,-1.4248529784487967
2003-10-22 13:49:00,0.349,-0.603,-0.09273688964843749,0.09373096225360109,0.13185374282541362,-0.006376200970386394,0.47815114034473716,2.646872151836507,-1.4218046704527922
2003-10-22 13:54:00,0.596,-0.608,-0.093001611328125,0.09400742148969048,0.13223645203969622,-0.0014484844146588,0.5267999016041971,4.507077971368182,-1.4218726982390042
2003-10-22 13:59:00,0.435,-0.713,-0.0925982177734375,0.09488076671963312,0.13257665723627712,0.017186238225222104,0.5075520885377767,3.2811205914231665,-1.4317409170947104
2003-10-22 14:04:00,0.43,-0.605,-0.0918515869140625,0.095718057858389,0.1326591004736447,0.008267273091634643,0.458548606328844,3.241390891877997,-1.4442766307103896
2003-10-22 14:09:00,0.471,-0.591,-0.09229453125,0.09484872606589996,0.13234176097974046,0.021112698194074138,0.47680734511434864,3.558967301879133,-1.4339068543645748
2003-10-22 14:14:00,0.388,-0.598,-0.0928013916015625,0.09500960325451735,0.13281077747044734,-0.014332569098782964,0.575422712119741,2.9214496548394697,-1.4311291585008
2003-10-22 14:19:00,0.408,-0.562,-0.092916259765625,0.09532186032778071,0.13311448663738434,0.028758913466637673,0.5167012965530504,3.065030788958591,-1.4326285514844943
2003-10-22 14:24:00,0.5,-0.62,-0.09314875488281249,0.09476539662958074,0.13287946299022402,0.017532301772920006,0.506654294460128,3.7628087045835303,-1.4265296745769225
2003-10-22 14:29:00,0.422,-0.627,-0.093323876953125,0.09416604437579976,0.13257591575207014,0.011068110144010322,0.44209034661643765,3.183081916546449,-1.4206001730796158
2003-10-22 14:34:00,0.432,-0.603,-0.0929107421875,0.09427165192094152,0.13236061875965033,0.0226966429053964,0.4735326642038351,3.2638106715446518,-1.4245997356531483
2003-10-22 14:39:00,0.435,-0.657,-0.0929923583984375,0.09405567031337381,0.1322642501220627,0.012131834543001702,0.49248739833233746,3.288870572347037,-1.422313106151796
2003-10-22 14:44:00,0.435,-0.742,-0.0924777587890625,0.09512684670606293,0.13266888071126434,-0.016066749546627717,0.6495555208915897,3.278839752531854,-1.4346031137484196
2003-10-22 14:49:00,0.459,-0.608,-0.0932682373046875,0.09388251855450669,0.1323354683986461,-0.005854186590640374,0.4600103492246208,3.468457893822636,-1.4188696197434745
2003-10-22 14:54:00,0.474,-0.747,-0.092501318359375,0.09400555623920895,0.13188374711808218,0.0056614574817051054,0.5357153894434705,3.5940744053594704,-1.4257499185655202
2003-10-22 14:59:00,0.503,-0.662,-0.09285424804687499,0.09304658395310604,0.13145100530948783,0.020301693444739494,0.4864807727780702,3.8265207543733757,-1.4156703443780871
2003-10-22 15:04:00,0.344,-0.674,-0.09216982421875,0.09428108603652448,0.13184833205625177,0.012069369688233774,0.5116983089688851,2.6090584130653682,-1.4304934741258843
2003-10-22 15:09:00,0.388,-0.552,-0.0925222412109375,0.09382490430189039,0.13176973425719177,-0.008525747087550108,0.4703284796708709,2.9445304886377857,-1.4241952262783562
2003-10-22 15:14:00,0.508,-0.662,-0.092235888671875,0.09380323070693349,0.13155337483199547,0.009792334814742619,0.5336930755669966,3.861550497269705,-1.4262710179981097
2003-10-22 15:19:00,0.415,-0.557,-0.0925892333984375,0.09389396263311565,0.13186594376116767,0.014468643474660649,0.4348864855092227,3.1471355542082775,-1.4242038617353212
2003-10-22 15:24:00,0.493,-0.542,-0.0931439453125,0.093148848142697,0.13172809352981618,0.00434475398821814,0.39848542587522084,3.7425577702482364,-1.4142421505538068
2003-10-22 15:29:00,0.413,-0.688,-0.09238854980468751,0.09642983098230253,0.13354448479418876,-0.013746521777847827,0.631952721091614,3.092602443571461,-1.445465753889484
2003-10-22 15:37:00,0.332,-0.557,-0.09154860839843751,0.09393526707663515,0.13116694200447263,-0.010451865095979186,0.4425288702515666,2.531125563548468,-1.4327573547989758
2003-10-22 15:44:00,0.457,-0.691,-0.0935099609375,0.0946133888533986,0.13302476309941788,-0.003207824855883822,0.5072503376384572,3.435450583425996,-1.422573186490033
2003-10-22 15:54:00,0.374,-0.825,-0.09326545410156249,0.09621184986595523,0.13399604094620785,-0.037589674349763465,0.6223157691265833,2.791127240469297,-1.4367167590294614
2003-10-22 16:04:00,0.464,-0.574,-0.09292949218749999,0.09395479374930406,0.13214831921551018,-0.0025710331938261204,0.5172416156593767,3.5112062170332967,-1.4220277772408354
2003-10-22 16:14:00,0.386,-0.72,-0.09330224609375,0.09452070116197848,0.13281285312453056,-0.004674816673461745,0.5228801007499637,2.9063452137277044,-1.4234689804903555
2003-10-22 16:24:00,0.388,-0.608,-0.093307666015625,0.09509732348971434,0.13322762732854532,0.026908700634099388,0.5531914618292006,2.9123088640104244,-1.4278315278643392
2003-10-22 16:34:00,0.442,-0.706,-0.09287783203125,0.09285107836619659,0.13132937201965952,-0.007836171798528949,0.4527663801732351,3.3655837472049606,-1.414001265398529
2003-10-22 16:44:00,0.427,-0.654,-0.09244653320312501,0.09301269579385481,0.1311392842180953,0.002699999030989004,0.5646124600579334,3.2560799957537077,-1.4185419363423173
2003-10-22 16:54:00,0.422,-0.591,-0.0929416748046875,0.09406958117386736,0.13223851547709517,0.012003172844848161,0.5735503088205909,3.19120339847655,-1.4228118414585074
2003-10-22 17:04:00,0.413,-0.601,-0.09311237792968749,0.0942638010800393,0.1324966497033687,0.006965865376956063,0.5367838794464452,3.1170599477391887,-1.4229756843222465
2003-10-22 17:14:00,0.417,-0.579,-0.09274162597656249,0.09441158078480907,0.13234174760512907,0.01133572683950438,0.49544204554544047,3.150933152584715,-1.4269940408266537
2003-10-22 17:19:00,0.471,-0.808,-0.09127629394531249,0.09402561218626108,0.13104183203528583,-0.016478327100106525,0.5354381503495436,3.5942720937629526,-1.4356611817938025
2003-10-22 17:24:00,0.422,-0.623,-0.09248173828124999,0.09370988567340449,0.1316594098244121,-0.005940471990508973,0.5009146126596109,3.205239948764781,-1.4236260290006368
2003-10-22 17:34:00,0.391,-0.708,-0.09148803710937499,0.09540299979500937,0.13218007071321305,0.015187479910175624,0.6320466736832868,2.958085873991855,-1.4447798301234758
2003-10-22 17:44:00,0.413,-0.684,-0.09326984863281249,0.09388514098005438,0.13233846441998284,0.012207629458215416,0.5141435155053373,3.1207857958010115,-1.4188772294568295
2003-10-22 17:54:00,0.342,-0.527,-0.0933156494140625,0.09325489871265585,0.13192450205766956,0.025335101515186385,0.36695232891053564,2.5923918200615828,-1.4137446707603236
2003-10-22 18:04:00,0.51,-0.715,-0.09312092285156251,0.09336361821349935,0.13186378830820913,0.007790949877459358,0.7693556790859177,3.867627394474379,-1.4160489852361524
2003-10-22 18:14:00,0.356,-0.535,-0.092897900390625,0.09277046704178595,0.13128659236928003,0.028144585494888092,0.4443745794583158,2.711624954044439,-1.413235302598175
2003-10-22 18:24:00,0.42,-0.547,-0.0924293701171875,0.09305270296521627,0.1311555663812003,0.030679144903416437,0.5826088121799273,3.2023040393061226,-1.4189815013876368
2003-10-22 18:34:00,0.403,-0.757,-0.09243095703125,0.0954242800657524,0.13284973742681994,0.003480714426634495,0.6418590122546619,3.033502420145858,-1.4372861830469281
2003-10-22 18:44:00,0.364,-0.64,-0.092722314453125,0.09434817721880014,0.13228298763771318,0.009236451197633253,0.5612711778439721,2.7516765874452136,-1.4266575248678435
2003-10-22 18:54:00,0.388,-0.71,-0.092354638671875,0.09422079445293786,0.13193453169772074,0.026607986469052436,0.6008826991820269,2.9408525198615836,-1.4285642128541953
2003-10-22 19:04:00,0.444,-0.623,-0.09285275878906252,0.0943031926322471,0.1323423962261043,0.0037786744689335965,0.4761894436370677,3.3549339641805713,-1.4252930979331702
2003-10-22 19:14:00,0.466,-0.535,-0.0919375,0.0944892169221101,0.13183511689559427,-0.005620556829009865,0.4419051558199101,3.5347182979254677,-1.4339645617467764
2003-10-22 19:24:00,0.439,-0.642,-0.0934488525390625,0.09458644300957138,0.13296264445074765,0.01880916863609121,0.4262500124932207,3.301679218350801,-1.4228387062876777
2003-10-22 19:34:00,0.403,-0.874,-0.0927209228515625,0.09671059737054959,0.13397716534902854,0.006925879313622876,0.6514795579093766,3.007975269144789,-1.444950732031792
2003-10-22 19:44:00,0.349,-0.559,-0.09214580078124998,0.09440289674415556,0.13191867926663428,0.049906202373372975,0.4720087911949613,2.6455692396267896,-1.4316298534298197
2003-10-22 19:54:00,0.349,-0.569,-0.09207758789062499,0.09444256387704027,0.1318994401227219,-0.0007825893411571481,0.4608976941722416,2.6459551282043603,-1.4324814881054395
2003-10-22 20:04:00,0.452,-0.706,-0.093190234375,0.0964460198977328,0.13411199588927997,-0.01802495286180115,0.7649901938285737,3.370317450000235,-1.4391207060346012
2003-10-22 20:14:00,0.469,-0.757,-0.0935765869140625,0.09457564147506582,0.13304477143448623,-0.011177118889904641,0.6357376874852627,3.5251291346758746,-1.421774140540838
2003-10-22 20:24:00,0.496,-0.669,-0.09312055664062499,0.09565797520949273,0.13349780107037343,0.0026732990812524506,0.5261917145094084,3.715417003299802,-1.4336018370849533
2003-10-22 20:34:00,0.437,-0.679,-0.0927472900390625,0.09627333292590316,0.13368017115181927,0.0009682071858360388,0.5829926644635597,3.2689964131157745,-1.4413377587152898
2003-10-22 20:44:00,0.542,-0.586,-0.0923405029296875,0.09468635383888128,0.13225753362359102,0.05492428724981754,0.4808246334199091,4.098065230390191,-1.43228084564688
2003-10-22 20:54:00,0.425,-0.576,-0.0933251708984375,0.09442699009101149,0.13276229244007998,0.03292768028543878,0.5128317101988769,3.201210164338015,-1.4225775443214619
